"campaignid","sample","longitude","latitude","location","planned.or.exploratory","broad.ascidians","broad.bryozoa","broad.macroalgae","broad.octocoral.black","broad.sponges","broad.unconsolidated","total.points.annotated","broad.consolidated","broad.hydroids","depth","broad.crinoids","broad.invertebrate.complex","broad.seagrasses","broad.stony.corals","broad.true.anemones","broad.seagrasses_amphibolis.sp.","broad.seagrasses_posidonia.sp.","broad.seagrasses_halophila.sp.","broad.seagrasses_rupia.sp.","broad.seagrasses_zostera.sp.","broad.echinodermata","broad.sea.stars","broad.zoanthids","broad.seagrasses_thalassodendron.sp."
"2021-05_Abrolhos_BRUVs","npz9.12","113.2039","-27.1462","Abrolhos","MBH","0","0","0","0","0","24","24","0","0","92.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.5","113.214","-27.151","Abrolhos","MBH","0","0","0","0","9","0","22","0","0","87.8","0","13","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.9","113.1888","-27.1288","Abrolhos","MBH","0","0","1","1","6","13","30","2","0","82.1","0","7","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.26","113.2139","-27.1437","Abrolhos","MBH","0","0","0","0","1","29","36","1","0","90.9","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.11","113.1889","-27.1238","Abrolhos","MBH","0","0","0","0","3","7","29","0","0","85.8","0","19","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.19","113.1764","-27.1539","Abrolhos","MBH","0","0","0","0","0","30","31","1","0","87.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.30","113.1864","-27.1187","Abrolhos","MBH","0","0","0","0","0","31","34","0","0","90.3","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.10","113.1565","-27.1638","Abrolhos","MBH","0","0","0","0","1","29","36","0","1","93.6","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.22","113.1413","-27.1537","Abrolhos","MBH","0","0","0","0","0","20","20","0","0","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.2","113.1465","-27.1411","Abrolhos","MBH","0","0","0","0","0","24","26","1","1","92.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.14","113.1364","-27.1438","Abrolhos","MBH","0","0","0","0","0","31","31","0","0","101","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.3","113.1239","-27.1312","Abrolhos","MBH","0","0","0","0","0","33","33","0","0","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.8","113.1189","-27.1261","Abrolhos","MBH","0","0","0","0","0","34","34","0","0","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.24","113.1067","-27.1311","Abrolhos","MBH","0","0","0","0","0","26","29","1","0","117","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.21","113.1014","-27.1362","Abrolhos","MBH","0","0","0","0","0","28","29","0","0","122","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.16","113.109","-27.1187","Abrolhos","MBH","0","0","0","0","0","35","35","0","0","108","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.27","113.1014","-27.1164","Abrolhos","MBH","0","0","0","0","0","35","35","0","0","114","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.13","113.1038","-27.1113","Abrolhos","MBH","0","0","0","1","0","25","26","0","0","109","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.17","113.0913","-27.1012","Abrolhos","MBH","0","0","0","0","1","26","27","0","0","114","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.1","113.0863","-27.0962","Abrolhos","MBH","0","0","0","0","4","23","28","0","0","116","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.28","113.0538","-27.1013","Abrolhos","MBH","0","0","0","0","0","31","31","0","0","132","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.18","113.0664","-27.1236","Abrolhos","MBH","0","0","0","0","0","28","28","0","0","132","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.25","113.074","-27.1462","Abrolhos","MBH","0","0","0","0","0","32","32","0","0","133","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-05_Abrolhos_BRUVs","npz9.4","113.1139","-27.1163","Abrolhos","MBH","0","0","0","0","0","34","35","1","0","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202011-202011_SA Commonwealth Marine Park Monitoring_StereoBRUVS","CKWI01_2011","136.2351667","-35.79081667","Western Kangaroo Island (Commonwealth)","MBH","0","6","0","0","0","5","11","0","0","121","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202011-202011_SA Commonwealth Marine Park Monitoring_StereoBRUVS","CKWI02_2011","136.2382","-35.80166667","Western Kangaroo Island (Commonwealth)","MBH","0","5","0","0","0","6","11","0","0","122","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202011-202011_SA Commonwealth Marine Park Monitoring_StereoBRUVS","CKWI03_2011","136.2462667","-35.79123333","Western Kangaroo Island (Commonwealth)","MBH","0","8","0","0","0","4","12","0","0","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202011-202011_SA Commonwealth Marine Park Monitoring_StereoBRUVS","CKWI04_2011","136.2593333","-35.79246667","Western Kangaroo Island (Commonwealth)","MBH","0","2","0","0","0","3","5","0","0","122","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202011-202011_SA Commonwealth Marine Park Monitoring_StereoBRUVS","CKWI05_2011","136.25285","-35.78671667","Western Kangaroo Island (Commonwealth)","MBH","0","12","0","0","0","5","17","0","0","119","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202011-202011_SA Commonwealth Marine Park Monitoring_StereoBRUVS","CKCI01_2011","136.2867667","-35.78805","Western Kangaroo Island (Commonwealth)","MBH","0","8","0","0","0","4","12","0","0","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202011-202011_SA Commonwealth Marine Park Monitoring_StereoBRUVS","CKCI02_2011","136.2850667","-35.78963333","Western Kangaroo Island (Commonwealth)","MBH","0","4","0","0","0","7","11","0","0","119","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202011-202011_SA Commonwealth Marine Park Monitoring_StereoBRUVS","CKCI03_2011","136.2894","-35.79255","Western Kangaroo Island (Commonwealth)","MBH","0","0","0","2","2","7","14","0","0","119","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"202011-202011_SA Commonwealth Marine Park Monitoring_StereoBRUVS","CKCI04_2011","136.2909333","-35.80265","Western Kangaroo Island (Commonwealth)","MBH","0","6","0","0","0","7","13","0","0","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202011-202011_SA Commonwealth Marine Park Monitoring_StereoBRUVS","CKCI05_2011","136.2887333","-35.80518333","Western Kangaroo Island (Commonwealth)","MBH","0","0","0","0","0","12","12","0","0","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202011-202011_SA Commonwealth Marine Park Monitoring_StereoBRUVS","WKCI01_2011","136.3296333","-35.72551667","Western Kangaroo Island (State)","MBH","0","2","0","0","0","6","8","0","0","111","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202011-202011_SA Commonwealth Marine Park Monitoring_StereoBRUVS","WKCI02_2011","136.3085","-35.735","Western Kangaroo Island (State)","MBH","0","6","0","0","0","4","10","0","0","111","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202011-202011_SA Commonwealth Marine Park Monitoring_StereoBRUVS","WKCI03_2011","136.3082","-35.73636667","Western Kangaroo Island (State)","MBH","0","3","0","0","0","7","10","0","0","111","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202011-202011_SA Commonwealth Marine Park Monitoring_StereoBRUVS","WKCI04_2011","136.3309833","-35.73628333","Western Kangaroo Island (State)","MBH","0","3","0","0","0","4","7","0","0","112","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202011-202011_SA Commonwealth Marine Park Monitoring_StereoBRUVS","WKCI05_2011","136.3224333","-35.73791667","Western Kangaroo Island (State)","MBH","0","1","0","0","0","17","18","0","0","112","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","186","115.1588","-33.5387","Geographe","MBH","0","0","18","0","0","45","79","0","0","30.4","0","0","0","0","0","12","4","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","129","115.1741","-33.5408","Geographe","MBH","0","0","0","0","0","75","80","0","0","29.3","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","160","115.18","-33.5446","Geographe","MBH","0","0","53","0","5","0","79","7","0","29.3","0","0","0","0","0","13","1","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","144","115.1656","-33.5491","Geographe","MBH","0","0","4","0","0","76","80","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","174","115.1821","-33.5531","Geographe","MBH","0","0","17","0","0","50","78","0","0","27.9","0","1","0","0","0","7","3","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","208","115.1775","-33.5558","Geographe","MBH","0","0","2","0","0","78","80","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","123","115.1548","-33.5574","Geographe","MBH","0","0","0","0","0","68","79","0","0","26.9","0","0","0","0","0","0","11","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","237","115.1561","-33.5584","Geographe","MBH","0","0","0","0","0","80","80","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","217","115.163","-33.5669","Geographe","MBH","0","0","1","0","0","53","79","0","0","26.4","0","0","0","0","0","0","25","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","101","115.1855","-33.5635","Geographe","MBH","0","0","8","0","1","34","80","0","0","26.9","0","0","0","0","0","7","29","1","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","147","115.1841","-33.5748","Geographe","MBH","0","0","2","0","0","69","80","0","0","23.8","0","0","0","0","0","8","1","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","189","115.1959","-33.573","Geographe","MBH","0","0","19","0","1","3","76","4","0","23.4","0","0","0","0","0","2","47","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","239","115.1935","-33.5843","Geographe","MBH","0","0","4","0","0","9","79","0","0","20.4","0","0","0","0","0","6","60","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","85","115.2004","-33.5787","Geographe","MBH","0","0","9","0","0","15","77","0","0","22.4","0","0","0","0","0","3","50","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","63","115.2022","-33.582","Geographe","MBH","0","0","14","0","0","9","78","0","0","21.8","0","0","0","0","0","3","52","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","66","115.2066","-33.5788","Geographe","MBH","0","0","2","0","0","61","78","0","0","22.7","0","0","0","0","0","8","7","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","81","115.2101","-33.574","Geographe","MBH","0","0","8","0","0","34","78","0","0","23.4","0","0","0","0","0","14","22","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","54","115.2115","-33.5772","Geographe","MBH","0","0","4","0","0","68","80","0","0","23.1","0","0","0","0","0","8","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","93","115.2153","-33.5837","Geographe","MBH","0","0","1","0","0","37","79","0","0","20.9","0","0","0","0","0","41","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","74","115.2119","-33.5837","Geographe","MBH","0","0","1","0","0","64","80","1","0","20.8","0","0","0","0","0","14","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","51","115.2134","-33.587","Geographe","MBH","0","0","2","0","0","58","80","0","0","24.5","0","0","0","0","0","20","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","83","115.2055","-33.5884","Geographe","MBH","0","0","13","0","0","5","78","0","0","18.8","0","0","0","0","0","0","60","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","55","115.2069","-33.5917","Geographe","MBH","0","0","1","0","0","2","80","2","0","17.5","0","0","0","0","0","0","75","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","97","115.2038","-33.5949","Geographe","MBH","0","0","17","0","0","36","79","2","0","16.7","0","0","0","0","0","13","11","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","86","115.2087","-33.5933","Geographe","MBH","0","0","17","0","1","0","80","18","0","16.4","0","0","0","1","0","9","34","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","68","115.2149","-33.5934","Geographe","MBH","0","0","2","0","0","1","80","9","0","16.3","0","0","0","0","0","30","38","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","53","115.2197","-33.5992","Geographe","MBH","0","0","7","0","0","16","78","0","0","16.4","0","0","0","0","0","9","46","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","65","115.2278","-33.6009","Geographe","MBH","0","0","4","0","0","61","80","0","0","16.3","0","0","0","0","0","15","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","84","115.2313","-33.6009","Geographe","MBH","0","0","0","0","0","43","80","0","0","16.1","0","0","0","0","0","37","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","77","115.2247","-33.596","Geographe","MBH","0","0","12","0","0","49","80","0","0","17.1","0","0","0","0","0","19","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","61","115.2215","-33.5895","Geographe","MBH","0","0","0","0","0","72","80","0","0","19.2","0","8","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","69","115.2183","-33.5863","Geographe","MBH","0","0","0","0","0","78","79","0","0","20.3","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","88","115.2217","-33.5862","Geographe","MBH","0","0","8","0","0","41","79","2","0","20.9","0","6","0","0","0","20","2","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","90","115.2198","-33.5765","Geographe","MBH","0","0","1","0","0","76","80","0","0","23.1","0","0","0","0","0","2","1","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","59","115.2262","-33.575","Geographe","MBH","0","0","24","0","4","0","74","16","0","22.6","0","0","0","3","0","3","24","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","98","115.2215","-33.5733","Geographe","MBH","0","0","1","0","0","78","79","0","0","24.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","100","115.2022","-33.5658","Geographe","MBH","0","0","0","0","0","79","80","0","0","25.4","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","70","115.2101","-33.5643","Geographe","MBH","0","0","0","0","0","80","80","0","0","26.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","89","115.2136","-33.5644","Geographe","MBH","0","0","9","0","2","15","80","6","0","25.6","0","0","0","0","0","1","44","3","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","78","115.2168","-33.5668","Geographe","MBH","0","0","26","0","0","45","79","3","0","24.3","0","0","0","0","0","1","4","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","56","115.2247","-33.5702","Geographe","MBH","0","0","32","0","0","21","80","2","0","24.8","0","0","0","0","0","9","16","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","94","115.2331","-33.5622","Geographe","MBH","0","0","19","0","1","1","80","6","0","24.3","0","0","0","0","0","0","53","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","75","115.2297","-33.5622","Geographe","MBH","0","0","0","0","0","79","79","0","0","23.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","64","115.2199","-33.5605","Geographe","MBH","0","0","0","0","0","79","80","0","0","25","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","96","115.2261","-33.5589","Geographe","MBH","0","0","1","0","0","77","78","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","67","115.2244","-33.5573","Geographe","MBH","0","0","0","0","0","80","80","0","0","25.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","72","115.2146","-33.5547","Geographe","MBH","0","0","0","0","0","79","79","0","0","22.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","91","115.2116","-33.5547","Geographe","MBH","0","0","0","0","0","78","80","1","0","27.6","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","60","115.205","-33.553","Geographe","MBH","0","0","0","0","0","76","79","0","0","26.9","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","87","115.2053","-33.5497","Geographe","MBH","0","0","14","0","0","30","80","0","0","28.8","0","0","0","0","0","35","1","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","115","115.1977","-33.5467","Geographe","MBH","0","0","2","0","0","65","80","0","0","28.5","0","0","0","0","0","0","12","0","0","1","0","0","0","0"
"2021-03_Geographe_BOSS","95","115.2006","-33.54","Geographe","MBH","0","0","0","0","0","80","80","0","0","29.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","76","115.2085","-33.5401","Geographe","MBH","0","0","0","0","0","77","80","0","0","29.5","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","52","115.2036","-33.5433","Geographe","MBH","0","0","4","0","0","72","80","0","0","29.9","0","0","0","0","0","4","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","79","115.2086","-33.545","Geographe","MBH","0","0","0","0","0","80","80","0","0","28.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","57","115.2164","-33.5484","Geographe","MBH","0","0","2","0","0","76","80","1","0","29.8","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","71","115.2279","-33.5428","Geographe","MBH","0","0","23","0","0","2","78","22","0","27.5","0","0","0","0","0","3","28","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","62","115.2311","-33.5461","Geographe","MBH","0","0","3","0","0","75","80","0","0","28","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","82","115.2279","-33.5525","Geographe","MBH","0","0","1","0","0","77","80","0","0","26","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","118","115.2398","-33.5713","Geographe","MBH","0","0","0","0","0","77","80","0","0","25.5","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","230","115.2482","-33.5723","Geographe","MBH","0","0","26","0","0","10","80","1","0","22.4","0","0","0","0","0","0","43","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","80","115.2295","-33.5815","Geographe","MBH","0","0","4","0","0","39","79","0","0","22.3","0","0","0","0","0","29","7","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","58","115.233","-33.5848","Geographe","MBH","0","0","0","0","0","78","78","0","0","22.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","99","115.2299","-33.588","Geographe","MBH","0","0","2","0","0","73","80","0","0","21.1","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","92","115.2282","-33.5912","Geographe","MBH","0","0","1","0","0","78","79","0","0","20.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","73","115.2312","-33.5912","Geographe","MBH","0","0","0","0","0","80","80","0","0","18.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","170","115.2382","-33.592","Geographe","MBH","0","0","17","0","0","14","80","0","0","18.2","0","0","0","0","0","19","30","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","206","115.243","-33.5948","Geographe","MBH","0","0","5","0","1","0","77","1","0","18.4","0","0","0","0","0","0","70","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","158","115.2546","-33.6027","Geographe","MBH","0","0","3","0","0","5","80","0","0","15.8","0","0","0","0","0","52","20","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","120","115.2584","-33.5906","Geographe","MBH","0","0","17","0","0","14","81","1","0","14.6","0","0","0","0","0","14","35","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","232","115.2502","-33.5914","Geographe","MBH","0","0","2","0","1","0","80","0","0","16.2","0","0","0","0","0","72","5","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","247","115.2409","-33.5845","Geographe","MBH","0","0","18","0","0","19","80","0","0","17.1","0","0","0","0","0","16","22","5","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","133","115.2491","-33.5798","Geographe","MBH","0","0","14","0","0","46","80","0","0","20.4","0","0","0","0","0","20","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","106","115.2544","-33.5539","Geographe","MBH","0","0","31","0","0","25","81","0","0","21.2","0","0","0","0","0","19","6","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","219","115.2582","-33.5492","Geographe","MBH","0","0","4","0","0","76","80","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","152","115.2653","-33.5437","Geographe","MBH","0","0","3","0","0","61","79","0","0","27","0","0","0","0","0","0","15","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","236","115.2891","-33.5413","Geographe","MBH","0","0","1","0","0","79","80","0","0","26.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","164","115.2746","-33.5523","Geographe","MBH","0","0","1","0","0","79","80","0","0","24.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","198","115.2626","-33.5634","Geographe","MBH","0","0","29","0","0","51","80","0","0","253","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","125","115.2682","-33.5738","Geographe","MBH","0","0","18","0","2","12","79","0","0","24.3","0","0","0","0","0","32","7","8","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","137","115.2692","-33.5823","Geographe","MBH","0","0","6","0","0","16","80","0","0","21.6","0","0","0","0","0","52","1","5","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","213","115.2714","-33.6002","Geographe","MBH","0","0","14","0","0","11","77","0","0","20.3","0","0","0","0","0","40","11","1","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","244","115.2784","-33.604","Geographe","MBH","0","0","8","0","0","2","80","0","0","15.3","0","0","0","0","0","60","10","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","128","115.2867","-33.5994","Geographe","MBH","0","0","22","0","0","3","80","5","0","13.5","0","0","0","0","0","50","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","185","115.2902","-33.5976","Geographe","MBH","0","0","21","0","0","26","79","1","0","14","0","0","0","0","0","26","2","3","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","203","115.2811","-33.589","Geographe","MBH","0","0","22","0","0","10","80","0","0","14.5","0","0","0","0","0","45","2","1","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","111","115.2917","-33.5798","Geographe","MBH","0","0","7","0","0","26","81","0","0","17.7","0","0","0","0","0","34","14","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","154","115.2837","-33.5693","Geographe","MBH","0","0","31","0","0","13","77","21","0","19.7","0","0","0","0","0","0","12","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","177","115.2956","-33.561","Geographe","MBH","0","0","6","0","0","47","79","0","0","22.4","0","0","0","0","0","0","25","1","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","150","115.3028","-33.5569","Geographe","MBH","0","0","51","0","0","22","81","0","0","22","0","0","0","0","0","0","8","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","245","115.3171","-33.5665","Geographe","MBH","0","0","41","0","3","0","80","0","0","18.8","0","0","0","0","0","0","36","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","112","115.3109","-33.5674","Geographe","MBH","0","0","16","0","5","0","72","0","0","19.4","0","0","0","0","0","18","33","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","225","115.3051","-33.5711","Geographe","MBH","0","0","20","0","2","0","80","16","0","19.9","0","0","0","0","0","0","42","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","238","115.3073","-33.5795","Geographe","MBH","0","0","2","0","0","73","80","0","0","18.2","0","0","0","0","0","0","0","5","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","209","115.3287","-33.577","Geographe","MBH","0","0","38","0","1","5","80","6","0","15.2","0","0","0","0","0","9","21","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","130","115.3252","-33.562","Geographe","MBH","0","0","6","0","0","3","81","0","0","18.3","0","0","0","0","0","10","62","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","161","115.3311","-33.5657","Geographe","MBH","0","0","23","0","0","34","79","0","0","18.1","0","0","0","0","0","22","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","194","115.3381","-33.5686","Geographe","MBH","0","0","9","0","0","9","76","0","0","15.8","0","0","0","0","0","56","2","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","242","115.3548","-33.577","Geographe","MBH","0","0","12","0","0","29","80","0","0","13.9","0","0","0","0","0","39","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","116","115.3534","-33.576","Geographe","MBH","0","0","4","0","0","24","80","0","0","14.4","0","0","0","0","0","52","0","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","140","115.3452","-33.5706","Geographe","MBH","0","0","25","0","0","2","80","0","0","14.9","0","0","0","0","0","44","9","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","103","115.3395","-33.5593","Geographe","MBH","0","0","2","0","0","0","81","0","0","16.4","0","0","0","0","0","75","0","0","4","0","0","0","0","0"
"2021-03_Geographe_BOSS","180","115.3432","-33.549","Geographe","MBH","0","0","8","0","0","2","80","0","0","18.8","0","0","0","0","0","32","38","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","224","115.334","-33.5461","Geographe","MBH","0","0","5","0","0","4","80","0","0","20.4","0","0","0","0","0","41","30","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","241","115.3462","-33.5293","Geographe","MBH","0","0","35","0","2","1","78","0","0","22.3","0","0","0","0","0","0","40","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","167","115.3505","-33.5407","Geographe","MBH","0","0","17","0","0","11","78","0","0","19.3","0","0","0","0","0","0","50","0","0","0","0","0","0","0"
"2021-03_Geographe_BOSS","141","115.3552","-33.5423","Geographe","MBH","0","0","5","0","0","3","78","0","0","19.3","0","0","0","0","0","70","0","0","0","0","0","0","0","0"
